,addr1,addr2,areacode,booktour,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode
90,인천광역시 강화군 길상면 신촌로146번길 14-11,,2,,A03,A0302,A03021700,2734015,28,2.02108E+13,http://tong.visitkorea.or.kr/cms/resource/14/2734714_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/14/2734714_image2_1.jpg,126.5163532,37.62660849,6,2.02212E+13,1,,강화캠핑파크,23049
91,인천광역시 강화군 송해면 상도숭뢰길 183,,2,,B02,B0201,B02010900,2521964,32,2.01712E+13,http://tong.visitkorea.or.kr/cms/resource/51/2521951_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/51/2521951_image2_1.JPG,126.4771468,37.78669191,6,2.02207E+13,1,"032-930-7058, 7062",강화평화빌리지,23020
92,인천광역시 강화군 길상면 해안남로 13-12,,2,0,A02,A0202,A02020300,662637,12,2.00812E+13,,,126.5337766,37.62606997,6,2.02303E+13,1,,강화해수랜드,23052
93,인천광역시 강화군 강화읍 향교길 58,,2,0,A02,A0201,A02010700,125563,12,2.00603E+13,http://tong.visitkorea.or.kr/cms/resource/54/1575654_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/1575654_image3_1.jpg,126.4786892,37.75372634,6,2.02304E+13,1,,강화향교,23029
94,인천광역시 강화군 송해면 장정양오길 413,,2,0,A02,A0206,A02060300,130733,14,2.00602E+13,http://tong.visitkorea.or.kr/cms/resource/46/1579246_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/1579246_image3_1.jpg,126.4547736,37.7957599,6,2.02208E+13,1,,강화화문석문화관,23013
95,인천광역시 계양구 다남로 278,,2,,A05,A0502,A05020900,2848931,39,2.02209E+13,http://tong.visitkorea.or.kr/cms/resource/76/2848776_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/2848776_image3_1.jpg,126.7089011,37.57033233,6,2.02209E+13,2,,개떼놀이터 인천점,21014
96,인천광역시 미추홀구 매소홀로 435,(학익동),2,,A05,A0502,A05020100,2768140,39,2.02111E+13,http://tong.visitkorea.or.kr/cms/resource/53/2788153_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/2788153_image2_1.jpg,126.6704165,37.44006624,6,2.02212E+13,3,,개성손만두,22224
97,"인천광역시 중구 개항로 108-1 인천기념품,타란스토리",,2,,A05,A0502,A05020100,2847218,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/12/2847212_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/2847212_image3_1.jpg,126.6345328,37.47248406,6,2.02208E+13,10,,개항면,22319
98,인천광역시 중구 제물량로232번안길 27,(중앙동2가),2,0,A02,A0201,A02010700,947611,12,2.01002E+13,http://tong.visitkorea.or.kr/cms/resource/24/1933024_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/24/1933024_image3_1.jpg,126.6210062,37.47293655,6,2.0221E+13,10,,개항장 거리,22314
99,인천광역시 중구 신포로27번길 63,(중앙동2가),2,0,A02,A0204,A02040800,2786133,12,2.02112E+13,http://tong.visitkorea.or.kr/cms/resource/47/2792547_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/2792547_image2_1.jpg,126.6220673,37.47298656,6,2.02211E+13,10,,개항차이야기투어(조은투어),22314
100,인천광역시 계양구 아라로 455,(다남동),2,,A05,A0502,A05020900,2785689,39,2.02112E+13,,,126.7271854,37.57425164,6,2.02212E+13,2,,갤러리 더 네이처,21002
101,인천광역시 연수구 송도국제대로 123,,2,,A04,A0401,A04011000,2894905,38,2.0221E+13,,,126.6579998,37.38280322,6,2.02211E+13,8,,갤러리어클락 현대 송도,21984
102,인천광역시 미추홀구 연남로 35,,2,,A04,A0401,A04011000,2922966,38,2.02211E+13,http://tong.visitkorea.or.kr/cms/resource/61/2882761_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/2882761_image3_1.jpg,126.7023441,37.44220822,6,2.02211E+13,3,,갤럭시 롯데 인천터미널점,22242
103,인천광역시 연수구 송도국제대로 123 2층,,2,,A04,A0401,A04011000,2928141,38,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/14/2882714_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/14/2882714_image3_1.jpg,126.6579998,37.38280322,6,2.02212E+13,8,,갤럭시 현대아울렛 송도점,21984
104,인천광역시 미추홀구 연남로 35,,2,,A04,A0401,A04011000,2922969,38,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/62/2882762_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/2882762_image3_1.jpg,126.7023441,37.44220822,6,2.02211E+13,3,,갤럭시라이프스타일 롯데 인천터미널점,22242
105,인천광역시 계양구 계양문화로53번길 8,,2,,B02,B0201,B02010900,1832011,32,2.01307E+13,http://tong.visitkorea.or.kr/cms/resource/22/1832022_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/22/1832022_image2_1.JPG,126.7357024,37.53586737,6,2.02208E+13,2,032-545-5803,갤럭시호텔,21068
106,인천 연수구 국제대로123,,2,,A04,A0401,A04011000,2916278,38,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/32/2882732_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/2882732_image3_1.jpg,126.6579998,37.38280322,6,2.02211E+13,8,,갤빈클라인 진,21984
107,인천광역시 연수구 벚꽃로158번길 38,,2,,A05,A0502,A05020100,404056,39,2.00801E+13,http://tong.visitkorea.or.kr/cms/resource/81/401281_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/401281_image3_1.jpg,126.6809024,37.41403611,6,2.02208E+13,8,032-815-5255,갯마을갯뻘낙지,21929
108,인천광역시 동구 송화로42번길 18,,2,,A05,A0502,A05020100,2835389,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/86/2835386_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/2835386_image3_1.jpg,126.6336688,37.4799054,6,2.02208E+13,5,,갯마을셀프회,22520
109,인천광역시 강화군 해안동로 14-6,1층,2,,A05,A0502,A05020100,2872683,39,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/80/2872680_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/2872680_image3_1.jpg,126.5326044,37.62832802,6,2.0221E+13,1,,갯배생선구이 강화도점,23049
110,인천광역시 부평구 아트센터로 166 부평아트센터,3층,2,,A05,A0502,A05020100,2835935,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/26/2835926_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/26/2835926_image3_1.jpg,126.7049456,37.48228972,6,2.02208E+13,6,,거궁 부평점,21440
111,인천광역시 연수구 송도국제대로 157 오네스타,2층,2,,A05,A0502,A05020100,2833965,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/55/2833955_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/55/2833955_image3_1.jpg,126.6566778,37.3809923,6,2.02208E+13,8,,거궁 송도점,21984
112,인천광역시 중구 선녀바위로 68-2,(을왕동),2,0,A01,A0102,A01020200,2768188,12,2.02111E+13,,,126.3791654,37.4391529,6,2.02212E+13,10,,거북바위,22383
113,인천광역시 서구 거북로 115,(석남동),2,,A04,A0401,A04010200,2779976,38,2.02111E+13,http://tong.visitkorea.or.kr/cms/resource/39/2780039_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/2780039_image2_1.jpg,126.6746422,37.50326174,6,2.02304E+13,7,,거북시장,22791
114,인천광역시 중구 잠진도길 11,(운서동),2,0,A01,A0101,A01011400,2768207,12,2.02111E+13,,,126.4254533,37.42213346,6,2.02212E+13,10,,거잠포선착장,22382
115,인천광역시 중구 잠진도길 11,(운서동),2,0,A01,A0101,A01011200,1619630,12,2.01204E+13,http://tong.visitkorea.or.kr/cms/resource/29/2661929_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/29/2661929_image2_1.JPG,126.4254533,37.42213346,6,2.02206E+13,10,"032-760-7497, 7520",거잠포해변,22382
116,인천광역시 중구 대무의로 281,(무의동),2,,A05,A0502,A05020100,2768090,39,2.02111E+13,,,126.4271567,37.39182868,6,2.02305E+13,10,,거해짬뽕순두부,22387
117,인천광역시 서구 건지로334번길 47,(가좌동),2,0,A02,A0202,A02020700,2768217,12,2.02111E+13,,,126.6794142,37.49404901,6,2.02305E+13,7,,건지공원,22816
118,인천 강화군 양도면 건평리 623-16,,2,0,A01,A0101,A01011400,2765260,12,2.02111E+13,http://tong.visitkorea.or.kr/cms/resource/02/2780102_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/02/2780102_image2_1.png,126.3990847,37.67998354,6,2.02212E+13,1,,건평항,
119,인천광역시 서구 오류동 1460,(오류동),2,,A03,A0303,A03030500,2768226,28,2.02111E+13,,,126.5926278,37.59041682,6,2.02305E+13,7,,검단수로,22665
120,인천광역시 강화군 길상면 동검길 159-47,,2,,A03,A0302,A03021700,2734025,28,2.02108E+13,http://tong.visitkorea.or.kr/cms/resource/35/2734735_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/35/2734735_image2_1.JPG,126.5127602,37.5870297,6,2.02211E+13,1,,검디관광농원캠핑장,23053
121,인천광역시 옹진군 대청면 대청리,,2,,A01,A0101,A01010500,2932004,12,2.02211E+13,http://tong.visitkorea.or.kr/cms/resource/39/2918039_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/2918039_image3_1.jpg,124.7082252,37.84277201,6,2.02212E+13,9,,검은낭,23105
122,인천광역시 연수구 청능대로 210,,2,,A04,A0401,A04011000,2929245,38,2.0221E+13,,,126.6836357,37.40605098,6,2.02212E+13,8,,게스 스퀘어원점,21975
123,인천광역시 중구 신포로 32-1,,2,,A04,A0401,A04011000,2931676,38,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/73/2882773_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/73/2882773_image3_1.jpg,126.6255531,37.47173121,6,2.02212E+13,10,,게스 인천신포,22322
124,인천시 연수구 송도국제대로 123,지하1층,2,,A04,A0401,A04011000,2929098,38,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/44/2882644_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/2882644_image3_1.jpg,126.6579998,37.38280322,6,2.02212E+13,8,,게스 현대송도,21984
125,인천광역시 서구 옥빛로7번안길 3,1층,2,,A05,A0502,A05020300,2841866,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/54/2841854_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/2841854_image3_1.jpg,126.6313649,37.52552784,6,2.02208E+13,7,,경방식당,22765
126,인천광역시 연수구 테크노파크로 180,"가동 1층, 2층",2,,A05,A0502,A05020100,2833793,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/77/2833777_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/2833777_image3_1.jpg,126.6388014,37.39030479,6,2.02302E+13,8,,경복궁 한옥마을점,22004
127,인천광역시 연수구 센트럴로 123 송도컨벤시아,남문 1층,2,,A05,A0502,A05020100,2913091,39,2.02211E+13,http://tong.visitkorea.or.kr/cms/resource/81/2913081_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/81/2913081_image3_1.JPG,126.6466173,37.39002441,6,2.02301E+13,8,,경성한우불고기 송도컨벤시아 본점,21998
128,인천광역시 연수구 테크노파크로 200,,2,,B02,B0201,B02010100,2475088,32,2.01701E+13,http://tong.visitkorea.or.kr/cms/resource/67/2475067_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/67/2475067_image2_1.jpg,126.6378264,37.39235731,6,2.02212E+13,8,032-729-1101,경원재 앰배서더 인천,22004
129,인천광역시 서구 정서진1로 41,(오류동),2,0,A01,A0101,A01010500,2009089,12,2.01506E+13,http://tong.visitkorea.or.kr/cms/resource/44/2661944_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/2661944_image2_1.jpg,126.6074801,37.55849302,6,2.0221E+13,7,,경인 아라뱃길,22850
130,인천광역시 중구 신포로46번길 38,,2,,A05,A0502,A05020100,2845021,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/16/2845016_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/2845016_image3_1.jpg,126.6282167,37.47256727,6,2.02208E+13,10,,경인면옥,22316
131,인천광역시 서구 시천동 162-134,,2,0,A02,A0202,A02020700,2767580,12,2.02111E+13,http://tong.visitkorea.or.kr/cms/resource/49/2790149_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/2790149_image2_1.jpg,126.6753791,37.57026785,6,2.02304E+13,7,,경인아라뱃길 검암공원,22694
132,인천광역시 계양구 장기서로 29,(장기동),2,0,A02,A0202,A02020700,2767474,12,2.02111E+13,http://tong.visitkorea.or.kr/cms/resource/84/2789584_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/2789584_image2_1.jpg,126.7337376,37.57450173,6,2.02305E+13,2,,경인아라뱃길 다남공원,21007
133,인천광역시 서구 정서진1로 41,(오류동),2,0,A02,A0205,A02050600,2767585,12,2.02111E+13,http://tong.visitkorea.or.kr/cms/resource/60/2781360_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/60/2781360_image2_1.png,126.6073968,37.55843747,6,2.0221E+13,7,,경인아라뱃길 아라타워 전망대,22850
134,인천광역시 계양구 정서진로 1559,(평동),2,,A03,A0302,A03020500,2767588,28,2.02111E+13,http://tong.visitkorea.or.kr/cms/resource/87/2790587_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/2790587_image2_1.jpg,126.7720088,37.58262646,6,2.02305E+13,2,,경인아라뱃길 아라파크웨이마당,21008
135,인천광역시 계양구 정서진로 1247,(귤현동),2,0,A01,A0101,A01011800,2767445,12,2.02111E+13,http://tong.visitkorea.or.kr/cms/resource/38/2780938_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/38/2780938_image2_1.png,126.7474891,37.57281884,6,2.02305E+13,2,,경인아라뱃길귤현나루,21017
136,인천광역시 계양구 계산새로65번길 15 서협빌딩,,2,,A05,A0502,A05020100,2876121,39,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/13/2876113_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/2876113_image3_1.jpg,126.7352967,37.53963359,6,2.0221E+13,2,,경희보궁 계양구청점,21060
137,인천광역시 옹진군 자월면 대이작로 412-1,,2,0,A01,A0101,A01011200,2782215,12,2.02111E+13,http://tong.visitkorea.or.kr/cms/resource/28/2786828_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/28/2786828_image2_1.jpg,126.2786655,37.15941142,6,2.02206E+13,9,,계남해변,23128
138,인천광역시 강화군 내가면 황청리,,2,0,A02,A0201,A02010200,1620625,12,2.01205E+13,http://tong.visitkorea.or.kr/cms/resource/28/1579328_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/28/1579328_image3_1.jpg,126.3538237,37.72352767,6,2.02207E+13,1,,계룡돈대,23017
139,인천광역시 계양구 주부토로 580,(계산동),2,,A03,A0302,A03020200,2465040,28,2.01612E+13,http://tong.visitkorea.or.kr/cms/resource/77/2461877_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/2461877_image3_1.jpg,126.7291749,37.54613828,6,2.02301E+13,2,,계산국민체육센터,21030
140,인천광역시 계양구 계산로 149 영동프라자,,2,,A05,A0502,A05020700,2860230,39,2.02209E+13,,,126.7289002,37.53732819,6,2.02209E+13,2,,계산동수제돈까스,21083
141,인천광역시 계양구 계산동 1040,,2,,A04,A0401,A04010200,2766193,38,2.02111E+13,http://tong.visitkorea.or.kr/cms/resource/30/2780930_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/2780930_image2_1.jpg,126.7245255,37.54015278,6,2.02304E+13,2,,계산시장,21052
142,인천광역시 계양구 봉오대로 855,,2,,A03,A0302,A03020300,2463896,28,2.01612E+13,http://tong.visitkorea.or.kr/cms/resource/81/2461881_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/2461881_image3_1.jpg,126.7438989,37.53251513,6,2.0221E+13,2,032-550-3500,계양경기장,21072
143,인천광역시 계양구 봉오대로 855,(서운동),2,,A03,A0302,A03020300,2463875,28,2.01612E+13,http://tong.visitkorea.or.kr/cms/resource/13/2461913_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/2461913_image3_1.jpg,126.7438989,37.53251513,6,2.02211E+13,2,,계양경기장 계양체육관,21072
144,인천광역시 계양구 봉오대로 855,(서운동),2,,A03,A0302,A03020300,2463889,28,2.01612E+13,http://tong.visitkorea.or.kr/cms/resource/06/2461906_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/2461906_image3_1.jpg,126.7438989,37.53251513,6,2.02302E+13,2,,계양경기장 아시아드양궁장,21072
145,인천광역시 계양구 계양산로75번길 26 계양공원관리소,,2,0,A02,A0202,A02020700,1114780,12,2.0101E+13,http://tong.visitkorea.or.kr/cms/resource/96/2462196_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/2462196_image3_1.jpg,126.7234003,37.55018493,6,2.02204E+13,2,,계양공원,21041
146,인천광역시 계양구 서운동 106-1번,일원 (계양경기장 양궁장 뒤) (서운동),2,0,A02,A0202,A02020700,2675002,12,2.0201E+13,http://tong.visitkorea.or.kr/cms/resource/03/2675003_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/2675003_image2_1.jpg,126.7438989,37.53251513,6,2.02303E+13,2,,계양꽃마루,21072
147,인천광역시 계양구 계양산로35번길 11,(계산동),2,0,A02,A0206,A02060600,130290,14,2.00711E+13,http://tong.visitkorea.or.kr/cms/resource/09/1577309_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/09/1577309_image3_1.jpg,126.7181287,37.54604921,6,2.02212E+13,2,,계양문화회관,21042
148,인천광역시 계양구 계양산로75번길 26,(계산동),2,0,A01,A0101,A01010400,1113230,12,2.0101E+13,http://tong.visitkorea.or.kr/cms/resource/19/1923719_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/1923719_image3_1.jpg,126.7233947,37.55018493,6,2.02203E+13,2,,계양산,21041
149,인천광역시 계양구 다남동 산70-4,,2,,A03,A0302,A03022700,2661787,28,2.02007E+13,http://tong.visitkorea.or.kr/cms/resource/78/2661778_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/78/2661778_image2_1.JPG,126.7182812,37.55433158,6,2.02205E+13,2,,계양산 둘레길,21042
150,인천광역시 계양구 임학동,산10번지 일원,2,0,A01,A0101,A01010600,1114802,12,2.0101E+13,,,126.7305136,37.54975177,6,2.02305E+13,2,,계양산 산림욕장,21031
151,인천광역시 계양구 계양산로 101,(계산동),2,0,A02,A0206,A02060100,2718558,14,2.02105E+13,,,126.7270334,37.54807691,6,2.02207E+13,2,032-450-8317~8,계양산성박물관,21041
152,인천광역시 계양구 경명대로955번길 18,(계산동),2,0,A01,A0101,A01010500,2767503,12,2.02111E+13,http://tong.visitkorea.or.kr/cms/resource/62/2784362_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/62/2784362_image2_1.png,126.7127514,37.54710177,6,2.02305E+13,2,,계양산장미원,21042
153,인천광역시 계양구 계양산로215번길 10,(병방동),2,,A04,A0401,A04010200,2766211,38,2.02111E+13,http://tong.visitkorea.or.kr/cms/resource/34/2780934_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/2780934_image2_1.jpg,126.7407516,37.54822713,6,2.02303E+13,2,,계양산전통시장,21027
154,인천광역시 연수구 송도미래로 47,"102,103호",2,,A05,A0502,A05020100,2853544,39,2.02209E+13,http://tong.visitkorea.or.kr/cms/resource/38/2853538_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/2853538_image3_1.jpg,126.6501898,37.36786315,6,2.02209E+13,8,,고니면옥,21988
155,인천광역시 연수구 컨벤시아대로130번길 12 대경스위트리아 송도,,2,,A05,A0502,A05020100,2907352,39,2.02211E+13,http://tong.visitkorea.or.kr/cms/resource/31/2906931_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/31/2906931_image3_1.JPG,126.6452979,37.39337677,6,2.02211E+13,8,,고래감자탕 송도점,22003
156,인천광역시 연수구 송도과학로16번길 33-2 송도 트리플스트리트,지하3층 B동,2,,A05,A0502,A05020100,2905863,39,2.02211E+13,http://tong.visitkorea.or.kr/cms/resource/54/2905854_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/2905854_image3_1.jpg,126.6602441,37.38049798,6,2.02211E+13,8,,고래감자탕 송도트리플스트리트점,21984
157,인천광역시 중구 은하수로 43,영종씨티프라자 1층 101~107호,2,,A05,A0502,A05020100,2839535,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/26/2839526_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/26/2839526_image3_1.jpg,126.5773319,37.49201689,6,2.02208E+13,10,,고래해물칼국수,22410
